ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,CF_ID,Intro,AS_vig,AS,AS_T_1,AS_T_2,AS_T_3,AS_T_4,AA_vig,AA,AA_T_1,AA_T_2,AA_T_3,AA_T_4,FS_vig,FS,FS_T_1,FS_T_2,FS_T_3,FS_T_4,FA_vig,FA,FA_T_1,FA_T_2,FA_T_3,FA_T_4,CS_vig,CS,CS_T_1,CS_T_2,CS_T_3,CS_T_4,CA_vig,CA,CA_T_1,CA_T_2,CA_T_3,CA_T_4,Q6,S_char_1,S_char_2,S_char_3,Q67,S_attr,S_comp,S_trust,Q47,A_char_1,A_char_2,A_char_3,Q97,A_attr,A_comp,A_trust,Q61,interest,poltrust,year,sex,LocationLatitude,LocationLongitude,LocationAccuracy
R_0BbJymuy2CZDBit,Default Response Set,Anonymous,,,67.170.130.24,0,11/17/2015 0:22,11/17/2015 0:24,1,904349,A3AGQEMA4L5SQ,1,,,,,,,,,,,,,,,,,,,1,8,39.531,39.531,40.467,1,,,,,,,,,,,,,,,,,,,,,1,8,9,8,,,,,1,6,5,31,2,45.6446991,-122.6297989,-1
R_9AENydxcoRYnG5v,Default Response Set,Anonymous,,,76.29.2.79,0,11/17/2015 0:23,11/17/2015 0:24,1,332691,A16IC166NW32YQ,1,,,,,,,,,,,,,1,8,24.137,24.137,25.032,1,,,,,,,,,,,,,,,,,,,1,8,7,7,,,,,,,,,,,,,1,7,4,28,2,41.51789856,-87.23529816,-1
R_7PeLLIoCoygzN41,Default Response Set,Anonymous,,,66.170.7.58,0,11/17/2015 0:23,11/17/2015 0:24,1,457677,A1T36BJGBVKJVW,1,1,6,23.323,23.323,27.701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,6,,,,,,,,,1,9,4,12,1,43.07609558,-89.41040039,-1
R_b8jk18VFNFuc9h3,Default Response Set,Anonymous,,,76.108.187.36,0,11/17/2015 0:23,11/17/2015 0:24,1,376088,A3S0INU046UTYK,1,,,,,,,1,6,18.792,18.792,19.753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,1,4,4,9,1,25.72000122,-80.27069855,-1
R_eDq16RpRwYlBBQh,Default Response Set,Anonymous,,,76.182.76.250,0,11/17/2015 0:24,11/17/2015 0:25,1,570719,A3N7R7P9HP2YB6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,14.853,14.853,15.828,1,,,,,,,,,,,,,,,,,,,,,,,1,11,8,35,1,35.77160645,-78.63559723,-1
R_eOQUvCg1J3o25Lv,Default Response Set,Anonymous,,,75.174.31.253,0,11/17/2015 0:23,11/17/2015 0:25,1,702793,A3P23Q72KQ164T,1,,,,,,,,,,,,,,,,,,,1,8,22.535,22.535,23.964,1,,,,,,,,,,,,,,,,,,,,,1,8,10,9,,,,,1,8,6,25,2,43.63400269,-116.3242035,-1
R_bKrkRg36tKcZIP3,Default Response Set,Anonymous,,,216.186.145.3,0,11/17/2015 0:21,11/17/2015 0:25,1,626546,A2Y0UPRG8O1UDC,1,,,,,,,,,,,,,,,,,,,1,9,40.126,40.126,41.245,1,,,,,,,,,,,,,,,,,,,,,1,6,9,8,,,,,1,11,6,35,1,34.66850281,-86.55760193,-1
R_4U9LvUFGhQS7VYh,Default Response Set,Anonymous,,,104.175.91.25,0,11/17/2015 0:25,11/17/2015 0:25,1,903056,AZE084MMZVEYT,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3.367,3.806,4.7,2,,,,,,,,,,,,,,,,,,,,,,,1,8,5,18,1,34.11889648,-117.8507004,-1
R_bkIrKl96kXKTIgd,Default Response Set,Anonymous,,,108.66.50.165,0,11/17/2015 0:23,11/17/2015 0:25,1,476203,A12DBV9FNAOFEM,1,,,,,,,,,,,,,1,9,20.347,20.347,21.042,1,,,,,,,,,,,,,,,,,,,1,8,9,9,,,,,,,,,,,,,1,9,8,17,1,41.83920288,-88.36119843,-1
R_3KQ7hU0Go4NrGoR,Default Response Set,Anonymous,,,73.164.191.32,0,11/17/2015 0:24,11/17/2015 0:25,1,689272,A39K9RKR1YHQOR,1,1,9,4.479,10.583,12.396,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,10,,,,,,,,,1,9,8,15,1,45.61030579,-122.7454987,-1
R_bjA0PRpKcPAetz7,Default Response Set,Anonymous,,,67.249.119.43,0,11/17/2015 0:23,11/17/2015 0:26,1,476128,A2AHS2MN3M5CVX,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,164.78,164.78,171.847,1,,,,,,,,,,,,,,,,,,,,,,,1,9,4,47,2,43.02999878,-76.12419891,-1
R_bmh3mSrKPDhqigt,Default Response Set,Anonymous,,,71.89.173.231,0,11/17/2015 0:26,11/17/2015 0:26,1,623337,A2WJZD372YQK9M,1,,,,,,,,,,,,,,,,,,,1,7,24.741,24.741,25.519,1,,,,,,,,,,,,,,,,,,,,,1,4,6,6,,,,,1,2,3,10,1,43.67970276,-85.56189728,-1
R_9yFuufgOJPZFdEp,Default Response Set,Anonymous,,,75.118.155.168,0,11/17/2015 0:24,11/17/2015 0:26,1,537124,A17ZMF7GGP6HKO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,12.403,74.191,75.021,5,1,5,7,9,,,,,,,,,1,5,7,9,1,8,5,8,1,41.44459534,-81.92199707,-1
R_emlPA0Tu2iH2MQJ,Default Response Set,Anonymous,,,98.179.191.162,0,11/17/2015 0:25,11/17/2015 0:27,1,239087,AXCYBX0UG57OU,1,,,,,,,,,,,,,1,8,22.873,22.873,25.781,1,,,,,,,,,,,,,,,,,,,,,,,1,4,7,7,,,,,,,,,1,8,5,16,1,41.48510742,-71.30750275,-1
R_bkGRzfRyh2zMlGR,Default Response Set,Anonymous,,,66.235.4.207,0,11/17/2015 0:26,11/17/2015 0:27,1,941482,A30ID67FTC674T,1,,,,,,,1,7,29.067,30.147,31.045,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,7,1,8,6,10,1,47.61019897,-122.3042984,-1
R_39OZcS6gV3HFJyJ,Default Response Set,Anonymous,,,75.183.157.36,0,11/17/2015 0:27,11/17/2015 0:28,1,184950,ASNTJ81DXL7E8,1,1,7,15.93,15.93,16.943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,,,,,,,,,1,9,7,10,1,34.14219666,-81.20469666,-1
R_3UhkMF2O66T8KYR,Default Response Set,Anonymous,,,67.84.117.164,0,11/17/2015 0:27,11/17/2015 0:28,1,880521,A3J2CI4J5V3MLP,1,,,,,,,1,8,38.424,38.424,39.079,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,8,,,,,1,6,2,15,1,41.25439453,-74.04029846,-1
R_eUP8b2lZivA8vUV,Default Response Set,Anonymous,,,73.170.26.180,0,11/17/2015 0:26,11/17/2015 0:28,1,327092,AAGP5VATPK8N2,1,,,,,,,,,,,,,,,,,,,1,8,59.674,59.674,60.455,1,,,,,,,,,,,,,,,,,,,,,1,10,10,7,,,,,1,7,2,21,2,37.67449951,-122.0883026,-1
R_4VjA48SJtwx7f6t,Default Response Set,Anonymous,,,73.210.180.82,0,11/17/2015 0:28,11/17/2015 0:29,1,292849,AG8FPQJHF5NTA,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,16.128,16.128,17.151,1,,,,,,,,,,,,,,,,,,,,,,,1,8,9,28,2,41.6269989,-88.20400238,-1
R_dcW5AKgyoTXuU2F,Default Response Set,Anonymous,,,24.127.166.135,0,11/17/2015 0:28,11/17/2015 0:29,1,533644,A3S5M6R3ZR6ECN,1,,,,,,,,,,,,,1,9,14.773,14.773,15.92,1,,,,,,,,,,,,,,,,,,,1,6,10,10,,,,,,,,,,,,,1,11,7,21,2,42.68840027,-83.3864975,-1
R_2b15TtQ0o8hUcVn,Default Response Set,Anonymous,,,75.167.225.212,0,11/17/2015 0:28,11/17/2015 0:29,1,798698,A3QLGI4H68NIN3,1,,,,,,,,,,,,,,,,,,,1,10,11.582,11.582,12.426,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,10,9,1,10,4,14,2,42.55070496,-90.69309998,-1
R_9WVl5T9PRgHlBt3,Default Response Set,Anonymous,,,36.37.205.53,0,11/17/2015 0:29,11/17/2015 0:29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5625,104.9159851,-1
R_02KlUKZD2KhmTwF,Default Response Set,Anonymous,,,216.255.36.75,0,11/17/2015 0:22,11/17/2015 0:29,1,990116,A28ZWKKX9NF1O9,1,,,,,,,1,7,24.011,24.011,24.987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,7,,,,,1,2,3,12,1,39.33349609,-83.01679993,-1
R_8k1p5BbDQ3THzDL,Default Response Set,Anonymous,,,71.175.69.219,0,11/17/2015 0:29,11/17/2015 0:30,1,299858,A20X1M14PDLX0Z,1,1,7,20.779,20.779,21.856,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,,,,,,,,,1,8,2,15,2,40.46389771,-75.32630157,-1
R_3Xa4w33UE2qp5Ih,Default Response Set,Anonymous,,,64.40.239.150,0,11/17/2015 0:22,11/17/2015 0:30,1,146573,A1DQ9DDP3TI8HL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,30.712,30.712,32.768,1,1,5,9,7,,,,,,,,,1,6,9,7,1,11,7,10,1,42.88540649,-78.75029755,-1
R_6Fpove2UGhnUCvX,Default Response Set,Anonymous,,,104.175.163.76,0,11/17/2015 0:29,11/17/2015 0:31,1,531166,A1W4DVLZNBBIVP,1,,,,,,,,,,,,,1,9,35.936,52.894,54.712,3,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,,,,,,,,,1,8,6,26,1,34.00390625,-118.4337997,-1
R_8k1jrAL60Xgo6mp,Default Response Set,Anonymous,,,100.38.152.14,0,11/17/2015 0:30,11/17/2015 0:31,1,389883,AKMURQ1WQN9CX,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,13.921,13.921,17.561,1,,,,,,,,,,,,,,,,,,,,,,,1,7,6,14,1,40.54530334,-74.1785965,-1
R_41TWbI99MIwzam1,Default Response Set,Anonymous,,,75.164.148.7,0,11/17/2015 0:32,11/17/2015 0:34,1,430107,A1JMINVUZ2AOZR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,13.119,15.704,17.34,3,1,8,9,8,,,,,1,8,9,8,,,,,1,8,4,20,1,45.4763031,-122.6408005,-1
R_9zdGYzETJhht6v3,Default Response Set,Anonymous,,,184.96.242.39,0,11/17/2015 0:32,11/17/2015 0:34,1,301948,A205YOMVOVCUY4,1,,,,,,,,,,,,,,,,,,,1,8,39.275,39.275,40.937,1,,,,,,,,,,,,,,,,,,,,,1,6,9,9,,,,,1,9,4,27,2,39.81309509,-105.1257019,-1
R_9EliOwVQwiyVZ1r,Default Response Set,Anonymous,,,104.229.200.187,0,11/17/2015 0:34,11/17/2015 0:35,1,237727,A2V28W4THGYYTQ,1,,,,,,,,,,,,,1,6,25.278,25.278,26.275,1,,,,,,,,,,,,,,,,,,,1,1,6,6,,,,,,,,,,,,,1,6,6,15,1,43.30059814,-75.98690033,-1
R_ezfvHwHYf4eX3cF,Default Response Set,Anonymous,,,75.128.111.218,0,11/17/2015 0:34,11/17/2015 0:35,1,883018,ATBGHQ2VYNIVZ,1,,,,,,,1,9,17.413,17.413,18.406,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,9,1,7,3,17,2,46.40910339,-84.35369873,-1
R_6WjM4Vf8QUVP7Ct,Default Response Set,Anonymous,,,66.252.56.175,0,11/17/2015 0:34,11/17/2015 0:35,1,928107,A1RQQFUQ2GU9IZ,1,,,,,,,,,,,,,,,,,,,1,7,26.94,27.58,27.949,2,,,,,,,,,,,,,,,,,,,,,1,4,6,6,,,,,1,8,2,15,1,45.32569885,-68.71420288,-1
R_1FdG7XUxdnUvsr3,Default Response Set,Anonymous,,,142.197.202.198,0,11/17/2015 0:34,11/17/2015 0:35,1,923374,A2OG7XGWOX5ZEF,1,1,8,1.47,34.133,35.192,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,9,,,,,,,,,1,3,7,14,1,29.05630493,-82.02570343,-1
R_cx7t5m66kPqZO5f,Default Response Set,Anonymous,,,184.21.182.110,0,11/17/2015 0:33,11/17/2015 0:35,1,246356,A1QR6I7UPY8XQJ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9.961,9.961,10.837,1,1,9,8,9,,,,,1,9,8,8,,,,,1,7,4,20,2,43.40289307,-85.50260162,-1
R_0p6wzh2y4T3Wz5z,Default Response Set,Anonymous,,,24.183.42.70,0,11/17/2015 0:35,11/17/2015 0:36,1,316653,A1COXU1CVVW4RR,1,,,,,,,,,,,,,1,10,2.449,28.408,28.965,5,,,,,,,,,,,,,,,,,,,,,,,1,8,10,10,,,,,,,,,1,4,5,12,1,42.99760437,-90.13310242,-1
R_bHIjo2VbQn6nsUt,Default Response Set,Anonymous,,,70.161.223.85,0,11/17/2015 0:35,11/17/2015 0:36,1,135126,A29XKFNC6FO2LY,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,22.811,30.078,31.272,3,,,,,,,,,,,,,,,,,,,,,,,1,8,8,10,1,36.64630127,-76.25759888,-1
R_8GuXNgp9Iw8luLP,Default Response Set,Anonymous,,,209.222.0.99,0,11/17/2015 0:35,11/17/2015 0:37,1,929321,A14CUGHBDKYY8H,1,,,,,,,1,8,43.482,43.482,46.311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,9,1,1,1,20,1,40.41690063,-74.25789642,-1
R_39qU6VevJniPEGN,Default Response Set,Anonymous,,,50.110.181.192,0,11/17/2015 0:37,11/17/2015 0:38,1,668360,A9OY4JHO7BQ7P,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,30.737,30.737,31.904,1,,,,,,,,,,,,,,,,,,,,,,,1,7,4,18,2,39.52349854,-78.07039642,-1
R_eVv3fsqR9idCBMh,Default Response Set,Anonymous,,,50.153.190.202,0,11/17/2015 0:36,11/17/2015 0:38,1,755990,A2NGG3KW6YTS1G,1,,,,,,,1,9,39.686,40.341,41.168,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,10,,,,,1,4,6,6,1,39.30749512,-76.63780212,-1
R_eEZU9veT4USIGlD,Default Response Set,Anonymous,,,12.68.18.138,0,11/17/2015 0:29,11/17/2015 0:38,1,361198,AQ8A3JYE6PO6U,1,,,,,,,1,8,182.145,182.145,188.436,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,8,8,1,8,8,14,2,39.74530029,-81.10540009,-1
R_6JO7bqjSIGMJZ8F,Default Response Set,Anonymous,,,74.98.223.10,0,11/17/2015 0:38,11/17/2015 0:39,1,739204,A3QR172TK1I9N7,1,1,9,36.844,36.844,38.043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,9,,,,,,,,,1,8,6,9,1,40.50349426,-80.07839966,-1
R_3n2DQeStd7qtyOF,Default Response Set,Anonymous,,,162.216.46.121,0,11/17/2015 0:38,11/17/2015 0:40,1,786362,A2JR1GWH41MLRB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,24.779,25.462,26.633,3,1,7,6,5,,,,,,,,,1,6,5,4,1,8,5,13,1,33.03619385,-96.67120361,-1
R_25bv7nApwfugwbX,Default Response Set,Anonymous,,,66.90.184.182,0,11/17/2015 0:34,11/17/2015 0:40,1,183176,A2U3TW5GB06QZE,1,,,,,,,,,,,,,1,7,1.739,2.203,3.502,2,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,,,,,,,,,1,3,9,14,1,27.66369629,-97.36039734,-1
R_0BWiwlVF6Avkr8V,Default Response Set,Anonymous,,,76.3.25.198,0,11/17/2015 0:39,11/17/2015 0:41,1,183576,A16DC846S68VZZ,1,,,,,,,1,8,13.554,13.554,14.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,9,1,2,1,10,1,29.00709534,-82.05130005,-1
R_6nWSUtE80vUOPPL,Default Response Set,Anonymous,,,24.179.51.136,0,11/17/2015 0:40,11/17/2015 0:43,1,102273,A1QIY6QY1LL12O,1,,,,,,,,,,,,,,,,,,,1,7,93.443,94.505,98.193,3,,,,,,,,,,,,,,,,,,,,,1,6,9,9,,,,,1,7,5,39,2,30.64329529,-89.65820313,-1
R_3ODAyZ9jTj7zWy9,Default Response Set,Anonymous,,,71.90.168.234,0,11/17/2015 0:36,11/17/2015 0:43,1,178429,AI9QOT5C5DN1P,1,1,8,218.531,218.531,249.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,9,,,,,,,,,,,,,1,10,10,20,1,32.72349548,-97.46250153,-1
R_9BpxdAsaKt4tQGN,Default Response Set,Anonymous,,,24.46.57.15,0,11/17/2015 0:41,11/17/2015 0:43,1,101255,AIC2D8A9UQO8S,1,,,,,,,,,,,,,1,8,40.778,68.333,71.387,7,,,,,,,,,,,,,,,,,,,1,1,11,8,,,,,,,,,,,,,1,6,4,20,1,40.64480591,-73.88030243,-1
R_7X4t6QQhY059cI5,Default Response Set,Anonymous,,,108.33.91.44,0,11/17/2015 0:42,11/17/2015 0:44,1,765711,A3C7HDRFUAA3IJ,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,17.401,25.56,28.39,2,,,,,,,,,,,,,,,,,,,,,,,1,8,3,8,2,28.21580505,-82.6595993,-1
R_ePfOh6wof9sMTvD,Default Response Set,Anonymous,,,98.109.5.200,0,11/17/2015 0:43,11/17/2015 0:44,1,957939,A39ROW50DWRRKT,1,1,7,9.851,11.726,12.048,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,7,,,,,,,,,1,10,1,18,1,40.87669373,-74.29740143,-1
R_6YlEq7oi0RfRbaB,Default Response Set,Anonymous,,,174.18.59.124,0,11/17/2015 0:46,11/17/2015 0:46,1,668614,A3I4EEKYGS03T6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1.496,1.496,2.474,1,1,6,6,6,,,,,1,6,6,6,,,,,1,6,6,9,1,31.44729614,-110.2322006,-1
R_3gAXVcOl65NVLVP,Default Response Set,Anonymous,,,70.130.128.175,0,11/17/2015 0:46,11/17/2015 0:47,1,227006,A1UKZZL7ANOZRZ,1,,,,,,,,,,,,,,,,,,,1,8,19.615,36.469,37.321,4,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,7,1,9,4,15,1,38.61340332,-90.29070282,-1
R_0cStPBXzmp5oxLf,Default Response Set,Anonymous,,,98.204.134.69,0,11/17/2015 0:47,11/17/2015 0:48,1,703599,A3LCVXMW2COCWD,1,1,8,13.441,13.441,14.651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,8,,,,,,,,,,,,,1,9,1,50,1,38.33839417,-75.12490082,-1
R_0c8PTLafKYLRHF3,Default Response Set,Anonymous,,,67.205.248.231,0,11/17/2015 0:48,11/17/2015 0:50,1,588585,A9KZGRERDRYHH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,27.45,27.45,28.45,1,1,5,7,7,,,,,1,5,7,7,,,,,1,3,7,23,1,40.02659607,-75.33329773,-1
R_3ltkqURtqxoYnat,Default Response Set,Anonymous,,,66.160.216.197,0,11/17/2015 0:47,11/17/2015 0:50,1,210317,A10AMLMGV20CB6,1,,,,,,,,,,,,,1,6,3.574,65.826,71.182,9,,,,,,,,,,,,,,,,,,,,,,,1,7,5,7,,,,,,,,,1,5,4,24,2,32.36940002,-96.78730011,-1
R_3xAQAsLqGsVu6jj,Default Response Set,Anonymous,,,118.172.19.52,0,11/17/2015 0:50,11/17/2015 0:50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.79040527,98.98471069,-1
R_bvhPtDiPVr1yqeV,Default Response Set,Anonymous,,,74.69.245.234,0,11/17/2015 0:49,11/17/2015 0:51,1,266800,AZEAS10Q6ND5N,1,,,,,,,1,8,23.692,23.692,25.132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,8,1,9,6,18,1,44.1920929,-70.14420319,-1
R_268fJHYi6p7KCTr,Default Response Set,Anonymous,,,66.41.78.147,0,11/17/2015 0:49,11/17/2015 0:52,1,219897,A25AEO5F6K3XZ5,1,,,,,,,,,,,,,,,,,,,1,8,41.544,41.544,42.757,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,8,8,1,6,6,23,1,44.93580627,-93.1631012,-1
R_6WOBfTIb45s9W0B,Default Response Set,Anonymous,,,98.233.58.151,0,11/17/2015 0:51,11/17/2015 0:53,1,309101,A2NRFVG4MDC5UX,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,8.516,33.83,35.094,11,,,,,,,,,,,,,,,,,,,,,,,1,4,6,15,1,39.20700073,-77.23799896,-1
R_3QwoNBKHajoAclv,Default Response Set,Anonymous,,,68.82.232.224,0,11/17/2015 0:51,11/17/2015 0:53,1,759055,A1MO5QWKVHHHI,1,,,,,,,,,,,,,,,,,,,1,8,37.97,37.97,39.153,1,,,,,,,,,,,,,,,,,,,,,1,5,8,6,,,,,1,3,5,15,1,39.93890381,-75.18470001,-1
R_42yMHNDUUfpLdZP,Default Response Set,Anonymous,,,24.165.221.221,0,11/17/2015 0:53,11/17/2015 0:54,1,638231,A2Y043PGKEODND,1,,,,,,,1,8,40.671,40.671,41.979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,,,,,1,7,8,23,1,42.10749817,-79.95359802,-1
R_aXbVqsceAGr3jMx,Default Response Set,Anonymous,,,76.232.17.177,0,11/17/2015 0:53,11/17/2015 0:54,1,671105,A399GYOD60WD7M,1,1,9,25.628,25.628,27.169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,9,,,,,,,,,1,9,4,35,2,41.92320251,-87.80570221,-1
R_7UthVZfPSHURF1b,Default Response Set,Anonymous,,,108.49.145.201,0,11/17/2015 0:54,11/17/2015 0:55,1,796571,A3NP7YE13HR2N6,1,,,,,,,1,10,9.995,23.292,24.511,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,10,10,1,8,9,12,2,42.42469788,-71.11119843,-1
R_eQWV7Ad0n00qbdz,Default Response Set,Anonymous,,,24.151.61.56,0,11/17/2015 0:53,11/17/2015 0:55,1,673213,A2V7WIF187OKRQ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,32.97,34.192,35.264,2,1,7,10,9,,,,,,,,,1,7,10,9,1,5,7,10,1,41.61230469,-73.41210175,-1
R_e9Eo3eTGZNA5iol,Default Response Set,Anonymous,,,67.185.66.112,0,11/17/2015 0:54,11/17/2015 0:55,1,934005,A2FPYSACDXFZWY,1,,,,,,,,,,,,,,,,,,,1,9,33.467,33.467,34.419,1,,,,,,,,,,,,,,,,,,,,,1,7,9,9,,,,,1,8,7,38,2,47.6914978,-117.3880997,-1
R_aWwja6fjGmhDnkp,Default Response Set,Anonymous,,,73.204.214.56,0,11/17/2015 0:51,11/17/2015 0:55,1,613343,A289D98Z4GAZ28,1,,,,,,,,,,,,,1,7,98.021,98.021,107.005,1,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,,,,,,,,,1,7,4,32,1,26.72120667,-80.09249878,-1
R_d6lSMyusEbG6mkB,Default Response Set,Anonymous,,,108.71.38.26,0,11/17/2015 0:51,11/17/2015 0:55,1,383975,AVCXJ9M71WDCB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,20.893,20.893,21.919,1,1,7,8,7,,,,,1,7,8,7,,,,,1,4,5,20,2,34.06689453,-118.3108978,-1
R_0975G3DVKT8ZMAR,Default Response Set,Anonymous,,,24.23.26.222,0,11/17/2015 0:54,11/17/2015 0:56,1,985811,A3GTIIFSMHAKRZ,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,17.249,17.249,23.677,1,,,,,,,,,,,,,,,,,,,,,,,1,5,6,20,1,38.53779602,-121.4459991,-1
R_eFKXCO1bREdzRxr,Default Response Set,Anonymous,,,50.4.196.150,0,11/17/2015 0:54,11/17/2015 0:56,1,147854,AD9L5BBA79C2O,1,,,,,,,,,,,,,1,8,34.394,40.28,41.14,2,,,,,,,,,,,,,,,,,,,,,,,1,10,8,6,,,,,,,,,1,5,1,19,2,42.5973053,-82.87799835,-1
R_e5neQkoMYRAu3vD,Default Response Set,Anonymous,,,192.136.175.123,0,11/17/2015 0:55,11/17/2015 0:57,1,578652,A3IQ7EGSSQF1AA,1,1,11,35.907,35.907,36.577,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,,,,,,,,,1,11,6,28,1,44.5677948,-69.21900177,-1
R_2rU04pUBWKlwZg1,Default Response Set,Anonymous,,,63.137.145.225,0,11/17/2015 0:55,11/17/2015 0:57,1,941652,A1SDWF0ODT81WT,1,1,6,27.988,27.988,29.246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,,,,,,,,,,,,,1,8,3,11,1,38.6499939,-90.53340149,-1
R_bx49E88qIZ7Hg6V,Default Response Set,Anonymous,,,73.151.123.114,0,11/17/2015 0:56,11/17/2015 0:57,1,399089,A9LA6QK6VCERR,1,,,,,,,,,,,,,1,10,25.413,25.413,29.707,1,,,,,,,,,,,,,,,,,,,1,9,10,10,,,,,,,,,,,,,1,6,6,45,2,38.64500427,-121.4403992,-1
R_02jsETdIJTOPrJH,Default Response Set,Anonymous,,,206.195.188.253,0,11/17/2015 0:56,11/17/2015 0:57,1,173389,A3IAHY19YWBFXE,1,,,,,,,,,,,,,,,,,,,1,7,26.9,42.244,43.983,4,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,7,1,4,4,15,1,21.32670593,-157.8166962,-1
R_1zgWujoIbzpQcVn,Default Response Set,Anonymous,,,66.191.27.82,0,11/17/2015 0:56,11/17/2015 0:58,1,672771,A3J60UVWWYYGOL,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,35.914,35.914,37.224,1,,,,,,,,,,,,,,,,,,,,,,,1,10,8,44,1,42.53860474,-123.3478012,-1
R_b92476T2SBJjVqt,Default Response Set,Anonymous,,,65.28.161.177,0,11/17/2015 0:57,11/17/2015 0:58,1,447604,A1R7G8IQ5XB83L,1,,,,,,,1,8,21.536,21.536,24.838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,9,,,,,1,11,9,21,1,42.69290161,-87.8042984,-1
R_4GBbjhq1fHoLTvv,Default Response Set,Anonymous,,,97.84.170.226,0,11/17/2015 0:57,11/17/2015 0:59,1,707047,A3J5KMI6V87URB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,26.815,26.815,27.777,1,,,,,1,7,7,7,,,,,1,6,7,7,1,10,5,22,1,43.41549683,-83.89910126,-1
R_5yYeyHMUGz3uoaV,Default Response Set,Anonymous,,,198.0.213.230,0,11/17/2015 0:58,11/17/2015 1:00,1,943615,A1CHC8M7CWC254,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,70.757,70.757,72.098,1,,,,,,,,,,,,,,,,,,,,,,,1,9,6,10,1,37.42500305,-121.9459991,-1
