V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,intro,time_front_1,time_front_2,time_front_3,time_front_4,RL_index_1,RL_index_2,RL_index_3,RL_index_4,RL_index_5,RL_index_6,RL_index_7,RL,partyid,partywhich,partylean,govsymp,A_intro,F+Act.Stim,F+Act.Time_1,F+Act.Time_2,F+Act.Time_3,F+Act.Time_4,F-Act.Stim,F-Act.Time_1,F-Act.Time_2,F-Act.Time_3,F-Act.Time_4,F+For.Stim,F+For.Time_1,F+For.Time_2,F+For.Time_3,F+For.Time_4,F-For.Stim,F-For.Time_1,F-For.Time_2,F-For.Time_3,F-For.Time_4,F+Cha.Stim,F+Cha.Time_1,F+Cha.Time_2,F+Cha.Time_3,F+Cha.Time_4,F-Cha.Stim,F-Cha.Time_1,F-Cha.Time_2,F-Cha.Time_3,F-Cha.Time_4,Q230,Act.Find,Act.Solve,Q233,Act.Char_1,Act.Char_2,Act.Char_3,Act.Char_4,Act.Char_5,Act.Char_6,Act.Char_7,Act.Char_8,Q247,For.Find,For.Solve,Q250,For.Char_1,For.Char_2,For.Char_3,For.Char_4,For.Char_5,For.Char_6,For.Char_7,For.Char_8,Q252,Cha.Find,Cha.Solve,Q255,Cha.Char_1,Cha.Char_2,Cha.Char_3,Cha.Char_4,Cha.Char_5,Cha.Char_6,Cha.Char_7,Cha.Char_8,J_Back_1,J_Back_2_1,J_Back_2_2,J_Back_2_3,J_Back_2_4,J_Back_2_5,J_Back_2_7,J_Back_2_8,J_Back_3,J_Back_4,J_Back_5,J_Intro,J_Ind1_AU,Ind1_Tid_A_1,Ind1_Tid_A_2,Ind1_Tid_A_3,Ind1_Tid_A_4,J_Ind1_KU,Ind1_Tid_K_1,Ind1_Tid_K_2,Ind1_Tid_K_3,Ind1_Tid_K_4,J_Ind2_AU,Ind2_Tid_A_1,Ind2_Tid_A_2,Ind2_Tid_A_3,Ind2_Tid_A_4,J_Ind2_KU,Ind2_Tid_K_1,Ind2_Tid_K_2,Ind2_Tid_K_3,Ind2_Tid_K_4,J_Ind3_AU,Ind3_Tid_A_1,Ind3_Tid_A_2,Ind3_Tid_A_3,Ind3_Tid_A_4,J_Ind3_KU,Ind3_Tid_K_1,Ind3_Tid_K_2,Ind3_Tid_K_3,Ind3_Tid_K_4,J_Post_1,J_Post_2,J_Post_3,Q58,Gender,Age,Edu_Own,Edu_Own_TEXT,GapYears,Study,Study_TEXT,Quota,Quota_TEXT,Grades,Housing,Housing_TEXT,Income_Own,PopSize,Income_M,Income_F,Job_M,Job_M_TEXT,Job_F,Job_F_TEXT,Edu_M,Edu_M_TEXT,Edu_F,Edu_F_TEXT,LastVote,VoteNow,LocationLatitude,LocationLongitude,LocationAccuracy
R_BzHd5lv2xihbYf7,Default Response Set,Anonymous,,,192.38.33.6,0,9/28/2015 11:15,9/28/2015 11:26,1,1,5.455,50.117,51.605,9,1,2,4,1,1,3,4,12,3,,5,4,1,,,,,,,,,,,,,,,,,,,,,1,0,0,28.118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,1,,,9,3,4,1,10,4.408,7.775,8.846,3,,,,,,,,,,,8,12.02,21.924,23.226,2,3,6.989,6.989,10.335,1,,,,,,2,2,4,1,1,19,4,,3 måneder,3,,1,,"9,7",7,,10.800 kr.,3000,~400.000,>1.000.000,3,,4,,7,Cand. scient. pol. og folkeskolelærer udd. ,6,,5,5,56.15339661,10.22549438,-1
R_2S7jrOBhWHxgoK2,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:26,1,1,21.68,71.919,74.899,7,1,5,2,1,2,2,2,9,2,,5,8,1,,,,,,,,,,,,,,,,1,0,0,43.677,0,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,9,9,8,7,4,4,6,9,,,,,,,,,,,,,1,,,,,,1,,11,4,9,1,,,,,,8,28.511,30.699,33.133,2,,,,,,9,11.555,15.663,16.738,2,3,8.432,8.432,11.436,1,,,,,,8,4,5,1,2,22,4,,2,3,,1,,"11,3",6,,130,320,625,480,2,,2,,5,,4,,5,8,56.15339661,10.22549438,-1
R_pGWAFkKmkCBaVBT,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:15,9/28/2015 11:26,1,1,14.872,65.793,73.218,7,4,3,1,5,1,4,1,1,1,9,,4,1,,,,,,,,,,,1,0,0,52.079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,8,8,8,5,6,3,3,4,,,,,,,,,,,,,1,,,,,,1,,11,2,8,1,11,5.409,5.409,6.658,1,,,,,,10,17.21,17.21,18.519,1,,,,,,,,,,,4,12.299,12.299,15.045,1,9,4,2,1,2,19,4,,0,3,,1,,"12,5",5,,72000,500,,,3,,3,,3,,3,,9,9,56.15339661,10.22549438,-1
R_bNk1CR8tIQcLtPX,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:14,9/28/2015 11:26,1,1,19.462,85.848,87.385,12,1,1,2,3,2,2,3,6,1,2,,3,1,,,,,,,,,,,,,,,,,,,,,1,0,0,50.471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,1,9,7,9,6,5,3,4,7,1,1,1,1,,,,,11,5,10,1,10,12.439,18.089,19.985,2,,,,,,9,17.135,17.135,21.134,1,,,,,,,,,,,4,24.291,25.926,27.453,2,4,4,11,1,1,21,4,,1,3,,1,,"8,0",7,,80,5,260,290,3,,1,,2,,2,,2,2,56.15339661,10.22549438,-1
R_2ZKwPi9VN33z0PT,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:14,9/28/2015 11:26,1,1,15.381,60.295,62.028,7,5,3,1,6,1,3,2,3,2,,1,2,1,,,,,,,,,,,,,,,,,,,,,1,0,0,61.777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,1,7,6,8,7,5,4,6,7,1,1,1,,,1,,,11,5,7,1,8,15.147,15.147,19.604,1,,,,,,8,21.378,26.304,27.777,2,,,,,,6,10.737,10.737,12.672,1,,,,,,4,5,8,1,1,19,4,,1,3,,2,,"8,3",6,,70000,40000,700000,1300000,4,,11,Embedsmand i en kommune,6,,6,,1,1,56.15339661,10.22549438,-1
R_1Nwb0gD1QjoIKyM,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:14,9/28/2015 11:26,1,1,11.296,67.501,68.559,7,1,4,1,2,1,1,1,6,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,42.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3,1,9,9,10,9,9,10,8,7,2,1,,,,,,,11,3,6,1,4,19.144,19.144,22.356,1,,,,,,,,,,,10,10.349,10.349,14.879,1,,,,,,3,9.865,9.865,10.985,1,8,3,6,1,1,20,4,,1,3,,1,,"10,5",8,Hos fjernere familie,70000,50000,400000,1000000,2,,2,,6,,6,,5,2,56.15339661,10.22549438,-1
R_1hQqgNdbK83Viu5,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:26,1,1,28.223,91.495,95.142,9,4,2,1,4,1,4,2,2,2,,9,3,1,,,,,,,,,,,1,0,0,44.395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,1,6,8,6,10,8,6,7,6,,,,,,,,,,,,,2,,,,,1,,,4,3,4,1,,,,,,9,10.027,10.027,11.211,1,3,33.556,34.174,35.628,2,,,,,,10,8.463,8.463,9.636,1,,,,,,1,4,7,1,1,26,1,,1,3,,1,,"10,4",6,,70.000.,30.000.,360.000.,300.000.,1,,6,,4,,2,,9,9,56.15339661,10.22549438,-1
R_1P0gwAM9XseESNk,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:26,1,1,16.326,81.251,82.759,7,3,2,2,6,1,3,2,5,2,,2,3,1,,,,,,,,,,,1,0,0,47.372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,9,7,6,6,5,5,3,6,,,,,,,,,,,,,1,1,1,,,,,,11,3,6,1,,,,,,10,9.632,9.632,10.759,1,8,17.017,17.017,18.324,1,,,,,,,,,,,8,11.472,11.472,12.281,1,9,3,6,1,2,19,4,,2-Jan,3,,1,,"12,9",8,Midlertidigt fremleje af værelse,75,32,560,450,4,,4,,6,,6,,2,2,56.15339661,10.22549438,-1
R_2YmuUU59i6D3CkP,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:26,1,1,22.012,96.227,97.825,7,2,4,4,1,1,2,2,7,2,,8,6,1,1,0,0,82.599,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,8,2,8,8,1,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,9,3,3,1,8,13.133,13.133,14.018,1,,,,,,9,15.19,15.19,16.378,1,,,,,,,,,,,3,27.825,27.825,32.28,1,6,4,8,1,2,21,4,,1,3,,1,,11.5,4,,45,55,350,500,4,,4,,5,,5,,8,8,56.15339661,10.22549438,-1
R_1n86cyw8OzVdItj,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:14,9/28/2015 11:26,1,1,17.382,66.061,68.668,8,2,1,1,4,1,3,2,6,2,,2,2,1,,,,,,,,,,,1,0,0,51.739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,9,6,10,6,6,5,4,7,,,,,,,,,,,,,1,,,,,,1,,11,3,1,1,,,,,,5,17.381,22.57,27.253,2,,,,,,8,8.662,17.367,24.45,2,5,8.163,8.163,13.863,1,,,,,,8,3,6,1,1,20,4,,1,3,,1,,"11,4",6,,60,1500,60,400,11,Studerende,4,,6,,6,,14,2,56.15339661,10.22549438,-1
R_31YRXrnPTSefgxt,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:16,9/28/2015 11:27,1,1,12.84,59.75,60.799,8,2,4,4,1,3,2,5,8,2,,8,7,1,1,0,0,47.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,10,6,6,6,5,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,3,3,1,4,14.988,22.785,24.643,3,,,,,,,,,,,8,10.842,10.842,12.025,1,,,,,,6,16.482,16.482,17.673,1,8,2,4,1,1,21,4,,1,3,,1,,"9,2",6,,90000,7500,300000,500000,8,,6,,5,,4,,5,5,56.15339661,10.22549438,-1
R_ukTaxpUvCDgBb4R,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:12,9/28/2015 11:27,1,1,35.378,234.683,238.798,7,2,3,3,5,1,3,2,6,2,,13,6,1,,,,,,,,,,,,,,,,1,0,0,62.863,0,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,8,6,6,6,7,8,7,7,,,,,,,,,,,,,2,1,1,,,,,,10,4,1,1,,,,,,7,21.345,21.345,22.371,1,,,,,,9,7.677,12.08,14.078,3,7,7.03,11.757,12.92,2,,,,,,10,2,2,1,1,21,4,,1,3,,1,,"10,2",2,,50,500,900,500,2,,2,,4,,2,,3,14,56.15339661,10.22549438,-1
R_XA1ebzOFv2slIzf,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:27,1,1,21.262,69.4,72.873,7,3,2,1,3,1,2,4,6,1,2,,4,1,1,0,0,51.663,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,6,6,9,4,5,5,10,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,11,6,1,1,9,10.919,10.919,12.207,1,,,,,,,,,,,9,7.389,17.226,17.838,4,,,,,,4,28.17,36.68,39.786,3,4,3,6,1,1,21,4,,1,3,,1,,11,7,,15,70,712.000 kr.,450,11,Administrerende direktør,11,Sygeplejeske,6,,5,,2,2,56.15339661,10.22549438,-1
R_1CsfPTgwZGtbp58,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:16,9/28/2015 11:27,1,1,23.309,78.155,80.7,7,1,2,1,1,3,1,1,8,2,,8,9,1,,,,,,,,,,,1,0,0,42.523,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,9,6,7,8,8,7,8,8,,,,,,,,,,,,,1,,,,,,1,,11,3,5,1,8,7.277,7.277,8.413,1,,,,,,,,,,,7,8.608,8.608,9.65,1,,,,,,5,28.56,28.56,29.65,1,9,3,5,1,2,20,2,,1,3,,1,,"12,7",6,,80,40,300,700,3,,3,,5,,5,,8,8,56.15339661,10.22549438,-1
R_31ZcCfXimbBa5XM,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:12,9/28/2015 11:27,1,1,120.857,200.439,201.639,7,4,3,1,4,1,3,2,4,2,,10,3,1,,,,,,,,,,,,,,,,1,0,0,47.135,0,,,,,,,,,,,,,,,,,,,,,,,1,8,7,1,10,10,7,7,7,8,6,7,,,,,,,,,,,,,1,,,,,,1,,11,4,7,1,,,,,,10,7.502,7.502,8.695,1,,,,,,7,20.952,20.952,22.626,1,7,11.987,11.987,13.23,1,,,,,,8,2,7,1,2,20,4,,1,3,,1,,"12,1",6,,110000,50000,500000,650000,4,,4,,6,,6,,10,10,56.15339661,10.22549438,-1
R_2ZCF8g39veVndvJ,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:15,9/28/2015 11:27,1,1,12.976,65.405,66.716,8,4,2,3,4,1,4,2,2,3,,9,2,1,,,,,,,,,,,,,,,,1,0,0,51.28,0,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,7,6,6,7,5,6,8,,,,,,,,,,,,,2,1,,,,1,,,9,4,5,1,8,11.465,11.947,12.87,2,,,,,,6,21.346,21.346,22.562,1,,,,,,6,10.64,10.64,11.698,1,,,,,,3,4,4,1,2,21,4,,2,3,,1,,"9,6",3,,70000,1 million,400000,600000,11,"uddannet skuespiller, arbejder som leder + projektleder",6,,7,skuespiller + lederkurser,2,,9,9,56.15339661,10.22549438,-1
R_2S6yuOOQMc01Kru,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:27,1,1,21.272,87.218,88.496,8,2,5,3,2,3,4,3,4,3,,13,12,1,,,,,,,,,,,,,,,,1,0,0,92.373,0,,,,,,,,,,,,,,,,,,,,,,,1,5,9,1,7,9,7,8,5,2,8,11,,,,,,,,,,,,,1,,,,,1,,,11,4,3,1,,,,,,8,20.361,20.361,25.516,1,11,6.539,10.443,11.439,3,,,,,,6,5.676,5.676,8.392,1,,,,,,8,4,8,1,2,19,4,,1,2,,1,,"10,0",3,,72000,5500,,,2,,1,,2,,2,,7,14,56.15339661,10.22549438,-1
R_2s1KHaK8jpBTta2,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:14,9/28/2015 11:27,1,1,0.005,55.313,58.308,11,1,5,1,1,4,1,5,10,1,5,,9,1,,,,,,,,,,,,,,,,,,,,,1,0,0,39.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,7,6,6,4,6,6,5,5,1,,,,,,1,,11,3,7,1,,,,,,7,11.587,11.587,13.025,1,7,19.338,19.338,34.903,1,,,,,,4,11.098,11.098,14.129,1,,,,,,8,3,7,1,1,24,4,,5,4,Naturvidenskab,3,Tompladsordning,9.9,6,,340000,35000,300000,350000,3,,3,,5,,4,,5,5,56.15339661,10.22549438,-1
R_3jcAbvoAirl5GFP,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:14,9/28/2015 11:27,1,1,56.049,108.603,110.099,8,2,4,1,2,3,3,1,7,3,,2,6,1,,,,,,,,,,,,,,,,1,0,0,55.602,0,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,10,7,8,4,6,8,5,8,,,,,,,,,,,,,1,1,1,,,,,,10,4,6,1,10,8.641,12.37,13.535,2,,,,,,,,,,,6,13.248,13.248,14.885,1,,,,,,2,35.678,35.678,38.822,1,6,4,8,1,2,20,4,,0,3,,1,,10,2,,ingen ide,3000,0,600000,,,2,,6,,6,,2,2,56.15339661,10.22549438,-1
R_3dG2VU0fgRPROHB,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:27,1,1,0.014,115.907,117.151,9,1,4,2,3,1,3,2,7,1,2,,5,1,,,,,,,,,,,1,0,0,68.229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,1,8,6,10,4,10,10,9,10,,,,,,,,,,,,,2,1,,,,1,,,9,5,4,1,11,15.685,15.685,16.667,1,,,,,,,,,,,11,18.741,18.741,24.914,1,,,,,,4,7.817,7.817,16.663,1,6,4,6,1,1,22,4,,3,3,,1,,"7,7",7,,100.000 DKK,60,1.000.000,1.500.000,2,,2,,6,,6,,1,10,56.15339661,10.22549438,-1
R_3fkofaQyQ80nNTD,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:27,1,1,14.986,90.301,92.026,7,1,5,1,1,2,2,1,5,2,,2,1,1,,,,,,,,,,,1,0,0,55.445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,6,6,6,6,6,6,6,6,,,,,,,,,,,,,2,1,1,,,1,,,8,2,11,1,8,16.285,16.725,17.869,2,,,,,,9,33.483,33.483,39.282,1,,,,,,5,14.535,17.165,18.466,3,,,,,,5,2,11,1,2,20,4,,0,3,,1,,"7,7",8,På værelse i privat bolig,62400,Ved ikke hvor jeg har boet længst,?? (ingenør),?? (ingenør),11,Ingenør,11,Ingenør,5,,5,,1,2,56.15339661,10.22549438,-1
R_1jBeE9aW80Kz9M9,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:14,9/28/2015 11:27,1,1,14.563,54.306,64.517,7,2,2,2,1,1,1,4,8,1,2,,8,1,,,,,,,,,,,,,,,,1,0,0,46.513,0,,,,,,,,,,,,,,,,,,,,,,,1,6,3,1,8,7,6,7,9,5,5,7,,,,,,,,,,,,,1,,,,,1,,,11,3,4,1,,,,,,10,5.837,5.837,9.99,1,,,,,,7,24.261,24.261,25.322,1,4,8.681,8.681,11.291,1,,,,,,4,3,6,1,1,23,4,,4,3,,1,,"10,1",3,,72,275,340,600,3,,4,,2,,6,,8,2,56.15339661,10.22549438,-1
R_3QLzLCunLIpWuTG,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:14,9/28/2015 11:27,1,1,13.777,84.51,85.69,7,3,4,2,3,1,2,3,4,1,2,,5,1,,,,,,,,,,,,,,,,,,,,,1,0,0,66.733,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,8,6,7,8,6,7,6,6,1,,,,,1,,,11,4,9,1,,,,,,8,10.041,10.041,19.547,1,,,,,,7,30.95,30.95,32.373,1,5,5.371,9.615,11.377,2,,,,,,5,4,9,1,1,19,4,,1,3,,1,,"11,5",7,,,20000,,,2,,2,,4,,4,,2,2,56.15339661,10.22549438,-1
R_RDJG6tXY8H4Wi89,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:15,9/28/2015 11:27,1,1,1.785,73.712,75.935,16,5,3,1,4,1,4,1,1,3,,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.238,37.252,48.438,2,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,1,8,9,7,5,6,7,5,6,1,,,,,,1,,11,3,4,1,8,13.701,13.701,16.325,1,,,,,,,,,,,5,28.701,28.701,30.149,1,,,,,,3,28.562,28.562,29.871,1,9,3,5,1,2,22,4,,2,3,,1,,"10,5",3,,,5000,,,3,,4,,5,,6,,4,9,56.15339661,10.22549438,-1
R_2uBA6HIHDoCV8V1,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:15,9/28/2015 11:27,1,1,32.33,116.808,118.266,10,4,5,1,2,1,1,2,7,3,,1,1,1,,,,,,,,,,,1,0,0,43.904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,1,11,7,11,6,10,6,4,11,,,,,,,,,,,,,2,1,,,,,,,7,2,9,1,10,6.442,11.618,12.506,3,,,,,,,,,,,1,12.713,12.713,16.18,1,,,,,,11,22.817,22.817,23.745,1,8,4,7,1,1,19,4,,0,3,,1,,10.4,6,,45,14000,400,500,2,,4,,5,,2,,1,1,56.15339661,10.22549438,-1
R_2CHXabjcPzheNgH,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:15,9/28/2015 11:27,1,1,9.56,68.423,96.809,12,2,1,2,1,1,2,2,6,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,1,0,0,57.716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,1,8,9,9,8,8,6,6,8,1,,,,,,1,,10,3,8,1,10,7.687,12.455,13.758,2,,,,,,11,5.821,5.821,8.224,1,,,,,,,,,,,1,15.341,15.341,18.693,1,9,4,7,1,1,19,4,,1,3,,1,,"11,7",2,,60000,10000,500000,1200000,4,,6,,6,,6,,2,2,56.15339661,10.22549438,-1
R_1IKGg4E7YyUJ3Cu,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:13,9/28/2015 11:27,1,1,12.83,71.575,72.853,8,2,4,2,3,1,1,3,8,1,8,,6,1,1,0,0,69.928,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,10,6,9,7,8,8,11,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,4,5,1,8,6.706,13.763,17.417,3,,,,,,11,19.991,19.991,21.842,1,,,,,,,,,,,8,22.446,22.446,23.523,1,5,4,7,1,2,21,4,,2,3,,1,,"10,7",6,,90,30,400,800,4,,4,,5,,5,,8,8,56.15339661,10.22549438,-1
R_eagrqfd9HkAISVb,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:15,9/28/2015 11:27,1,1,21.789,84.769,86.446,7,1,4,3,2,1,2,3,9,2,,8,9,1,,,,,,1,0,0,26.382,0,,,,,,,,,,,,,,,,,,,,,1,4,8,1,5,9,8,8,4,8,6,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,3,3,1,,,,,,9,4.465,4.465,7.256,1,,,,,,5,18.93,39.633,41.027,9,3,6.784,6.784,8.167,1,,,,,,8,3,4,1,1,20,4,,"1,5",3,,1,,"9,9",2,,90000,30000,550000,800000,6,,4,,5,,6,,5,5,56.15339661,10.22549438,-1
R_1jcWoOoS8X3oLtL,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:15,9/28/2015 11:27,1,1,15.036,111.773,113.077,11,4,1,1,1,1,3,1,5,2,,2,2,1,,,,,,,,,,,1,0,0,28.173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,9,4,7,7,5,5,5,4,,,,,,,,,,,,,1,,,,,,1,,11,3,8,1,,,,,,3,23.148,25.226,26.383,2,,,,,,7,10.49,19.717,20.801,3,6,11.758,15.998,17.215,3,,,,,,8,3,7,1,1,20,2,,1,3,,2,,"10,9",2,,72000,3500,410000,470000,11,Lærer på HG,11,Civilingeniør,5,,6,,10,2,56.15339661,10.22549438,-1
R_6FG7lbxo8iIp4iJ,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:27,1,1,22.944,79.23,80.947,7,3,5,3,1,2,1,3,8,1,8,,9,1,,,,,,,,,,,,,,,,1,0,0,63.895,0,,,,,,,,,,,,,,,,,,,,,,,1,7,5,1,9,9,6,7,6,6,6,9,,,,,,,,,,,,,1,,,,,,1,,10,6,1,1,10,17.589,17.589,19.104,1,,,,,,9,9.206,9.206,10.903,1,,,,,,6,24.386,26.141,27.676,2,,,,,,7,5,10,1,2,19,1,,2,3,,1,,"9,6 incl bonus",6,,75000,67000,225000,500000,2,,6,,2,,7,Eksamineret berider,8,8,56.15339661,10.22549438,-1
R_2PppBapYr1b96Rb,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:11,9/28/2015 11:27,1,1,16.603,96.857,98.243,8,2,3,3,4,1,2,3,6,2,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,54.66,0,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,5,5,5,5,5,5,5,5,1,,,,,1,,,4,4,4,1,11,9.381,9.381,10.177,1,,,,,,,,,,,11,28.552,28.552,29.265,1,,,,,,4,29.043,29.043,30.37,1,6,3,5,1,2,22,4,,3,3,,1,,"10,9",6,,110,22000,540,650,4,,4,,6,,6,,1,2,56.15339661,10.22549438,-1
R_3r05EieaaBSPliR,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:14,9/28/2015 11:27,1,1,20.768,88.229,93.192,9,3,5,5,2,2,3,4,7,2,,8,5,1,,,,,,,,,,,,,,,,,,,,,1,0,0,55.325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,8,7,9,10,8,6,5,4,1,,,,,1,,,9,6,4,1,,,,,,9,12.345,12.345,13.374,1,10,21.895,26.429,27.202,2,,,,,,7,12.556,14.053,15.876,2,,,,,,4,2,7,1,2,22,4,,2,3,,1,,"9,7",7,,200,16,55,35,3,,1,,4,,2,,8,2,56.15339661,10.22549438,-1
R_1oAqSRbu2kjOcdQ,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:15,9/28/2015 11:27,1,1,16.741,74.992,79.529,8,1,5,3,4,2,2,4,8,2,,8,9,1,,,,,,,,,,,,,,,,,,,,,1,0,0,58.442,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,6,4,6,3,4,4,8,9,1,,,,,,1,,11,6,6,1,,,,,,6,15.635,15.635,16.533,1,9,6.858,7.728,10.566,2,,,,,,,,,,,9,28.795,28.795,30.204,1,8,3,7,1,2,20,4,,1,3,,1,,10,6,,120,5000,?,?,4,,3,,3,,1,,8,14,56.15339661,10.22549438,-1
R_555wuI6SJTu7Q65,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:14,9/28/2015 11:27,1,1,15.851,57.156,60.452,8,4,3,1,4,1,3,2,2,1,9,,1,1,,,,,,1,0,0,37.283,0,,,,,,,,,,,,,,,,,,,,,1,7,7,1,10,8,9,6,7,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,11,4,8,1,,,,,,7,15.093,15.093,19.457,1,,,,,,8,29.764,29.764,31.106,1,,,,,,6,8.072,8.072,11.598,1,9,3,7,1,2,20,4,,1,3,,1,,"10,8",2,,70,500,250,500,11,Studerende ,11,Fodboldtræner ,5,,5,,9,9,56.15339661,10.22549438,-1
R_2RVLGGXMaXnwFx0,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:12,9/28/2015 11:27,1,1,3.287,85.249,87.765,9,5,3,2,1,2,5,2,2,2,,11,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,47.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,5,8,7,8,5,5,4,7,1,,1,1,,1,,,6,4,6,1,4,33.894,33.894,35.086,1,,,,,,,,,,,8,12.604,12.604,13.892,1,1,7.776,7.776,9.329,1,,,,,,6,4,3,1,1,20,4,,"Afsluttede i 2015, nybagt student sendt lige til Uni :)",3,,3,Standby?,"8,2",7,,Dunno bruh,"60,000 cirka",Dunno bruh???,Bruh????,2,,6,,7,"Gymnasiet i Tyrkiet, læste på Uni i Tyrkiet i nogle år, efter flyttede hun til Danmark og læste til at blive folkeskolelærer",7,"Det samme med min far, gymnasiet i Tyrkiet, afbrudt ophold på Uni i Izmir, og flyttet til Danmark og startet på pædagog uddannelse, men arbejder lige nu som tyrkisk-dansk tolk",4,9,56.15339661,10.22549438,-1
